exerciseId,patternId,exerciseName,imageFilename,imageURL,key,mode,rhythm,articulation,dynamic,timeSignature,direction,description,patternType
74,34,G Natural Minor Quarter Note Rhythm Pattern 34,74_g_natural_minor_quarter_note_rhythm_Pattern_34.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/74_g_natural_minor_quarter_note_rhythm_Pattern_34.cropped.png,g,natural_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",rhythm
75,35,G Natural Minor Quarter Note Scale Pattern 35,75_g_natural_minor_quarter_note_scale_Pattern_35.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/75_g_natural_minor_quarter_note_scale_Pattern_35.cropped.png,g,natural_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
76,36,G Natural Minor Quarter Note Scale Pattern 36,76_g_natural_minor_quarter_note_scale_Pattern_36.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/76_g_natural_minor_quarter_note_scale_Pattern_36.cropped.png,g,natural_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
77,37,G Natural Minor Quarter Note Scale Pattern 37,77_g_natural_minor_quarter_note_scale_Pattern_37.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/77_g_natural_minor_quarter_note_scale_Pattern_37.cropped.png,g,natural_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
78,38,G Natural Minor Quarter Note Scale Pattern 38,78_g_natural_minor_quarter_note_scale_Pattern_38.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/78_g_natural_minor_quarter_note_scale_Pattern_38.cropped.png,g,natural_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
79,39,G Natural Minor Quarter Note Scale Pattern 39,79_g_natural_minor_quarter_note_scale_Pattern_39.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/79_g_natural_minor_quarter_note_scale_Pattern_39.cropped.png,g,natural_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
80,0,G Harmonic Minor Whole Note Long Tone Fermata Pattern 0,80_g_harmonic_minor_whole_note_long_tone_fermata_Pattern_0.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/80_g_harmonic_minor_whole_note_long_tone_fermata_Pattern_0.cropped.png,g,harmonic_minor,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note for as long as you can. Make sure it has a clean ending!,long_tone
81,1,G Harmonic Minor Whole Note Long Tone Fermata Pattern 1,81_g_harmonic_minor_whole_note_long_tone_fermata_Pattern_1.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/81_g_harmonic_minor_whole_note_long_tone_fermata_Pattern_1.cropped.png,g,harmonic_minor,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note for as long as you can. Make sure it has a clean ending!,long_tone
82,2,G Harmonic Minor Quarter-Note Rhythm Pattern 2,82_g_harmonic_minor_quarter-note_rhythm_Pattern_2.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/82_g_harmonic_minor_quarter-note_rhythm_Pattern_2.cropped.png,g,harmonic_minor,quarter-note,[],,"(4, 4)",,Play both notes evenly and in time.,rhythm
83,3,G Harmonic Minor Quarter-Note Rhythm Pattern 3,83_g_harmonic_minor_quarter-note_rhythm_Pattern_3.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/83_g_harmonic_minor_quarter-note_rhythm_Pattern_3.cropped.png,g,harmonic_minor,quarter-note,[],,"(4, 4)",,Play the notes evenly and precisely.,rhythm
84,4,G Harmonic Minor Quarter-Note Rhythm Pattern 4,84_g_harmonic_minor_quarter-note_rhythm_Pattern_4.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/84_g_harmonic_minor_quarter-note_rhythm_Pattern_4.cropped.png,g,harmonic_minor,quarter-note,[],,"(4, 4)",,"Quick, precise finger movement.",rhythm
85,5,G Harmonic Minor Quarter-Note Rhythm Pattern 5,85_g_harmonic_minor_quarter-note_rhythm_Pattern_5.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/85_g_harmonic_minor_quarter-note_rhythm_Pattern_5.cropped.png,g,harmonic_minor,quarter-note,[],,"(4, 4)",,Play all notes with the same tone.,rhythm
86,6,G Harmonic Minor Whole Note Long Tone Pattern 6,86_g_harmonic_minor_whole_note_long_tone_Pattern_6.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/86_g_harmonic_minor_whole_note_long_tone_Pattern_6.cropped.png,g,harmonic_minor,whole_note,[],,"(4, 4)",,Hold the note with a strong sound for as long as you can. Make sure it has a clean ending!,long_tone
87,7,G Harmonic Minor Quarter-Note Interval Pattern 7,87_g_harmonic_minor_quarter-note_interval_Pattern_7.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/87_g_harmonic_minor_quarter-note_interval_Pattern_7.cropped.png,g,harmonic_minor,quarter-note,[],,"(4, 4)",,Quick and precise finger movement.,interval
88,8,G Harmonic Minor Whole Note Long Tone Fermata Pattern 8,88_g_harmonic_minor_whole_note_long_tone_fermata_Pattern_8.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/88_g_harmonic_minor_whole_note_long_tone_fermata_Pattern_8.cropped.png,g,harmonic_minor,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note with a strong sound for as long as you can. Make sure it has a clean ending!,long_tone
89,9,G Harmonic Minor Quarter Note Scale Pattern 9,89_g_harmonic_minor_quarter_note_scale_Pattern_9.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/89_g_harmonic_minor_quarter_note_scale_Pattern_9.cropped.png,g,harmonic_minor,quarter_note,[],,"(4, 4)",,Play all notes evenly. Look ahead to the next note.,scale
90,10,G Harmonic Minor Whole Note Long Tone Fermata Pattern 10,90_g_harmonic_minor_whole_note_long_tone_fermata_Pattern_10.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/90_g_harmonic_minor_whole_note_long_tone_fermata_Pattern_10.cropped.png,g,harmonic_minor,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note with a strong sound for as long as you can. Make sure it has a clean ending!,long_tone
91,11,G Harmonic Minor Quarter Note Scale Pattern 11,91_g_harmonic_minor_quarter_note_scale_Pattern_11.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/91_g_harmonic_minor_quarter_note_scale_Pattern_11.cropped.png,g,harmonic_minor,quarter_note,[],,"(4, 4)",,Play all notes evenly. Look ahead to the next note.,scale
92,12,G Harmonic Minor Quarter Note Arpeggio Pattern 12,92_g_harmonic_minor_quarter_note_arpeggio_Pattern_12.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/92_g_harmonic_minor_quarter_note_arpeggio_Pattern_12.cropped.png,g,harmonic_minor,quarter_note,[],,"(4, 4)",,This is an arpeggio. Notice how it skips notes..,arpeggio
93,13,G Harmonic Minor Whole Note Long Tone Fermata Pattern 13,93_g_harmonic_minor_whole_note_long_tone_fermata_Pattern_13.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/93_g_harmonic_minor_whole_note_long_tone_fermata_Pattern_13.cropped.png,g,harmonic_minor,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note with a strong sound for as long as you can. Make sure it has a clean ending!,long_tone
94,14,G Harmonic Minor Quarter Note Scale Pattern 14,94_g_harmonic_minor_quarter_note_scale_Pattern_14.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/94_g_harmonic_minor_quarter_note_scale_Pattern_14.cropped.png,g,harmonic_minor,quarter_note,[],,"(4, 4)",,Play each note evenly. Repeat as many times as you can!,scale
95,15,G Harmonic Minor Quarter Note Scale Pattern 15,95_g_harmonic_minor_quarter_note_scale_Pattern_15.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/95_g_harmonic_minor_quarter_note_scale_Pattern_15.cropped.png,g,harmonic_minor,quarter_note,[],,"(4, 4)",,Play strictly in time with the metronome.,scale
96,16,G Harmonic Minor Whole Note Long Tone Fermata Pattern 16,96_g_harmonic_minor_whole_note_long_tone_fermata_Pattern_16.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/96_g_harmonic_minor_whole_note_long_tone_fermata_Pattern_16.cropped.png,g,harmonic_minor,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note with a strong sound for as long as you can. Make sure it has a clean ending!,long_tone
97,17,G Harmonic Minor Quarter Note Scale Pattern 17,97_g_harmonic_minor_quarter_note_scale_Pattern_17.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/97_g_harmonic_minor_quarter_note_scale_Pattern_17.cropped.png,g,harmonic_minor,quarter_note,[],,"(4, 4)",,Play strictly in time with the metronome.,scale
98,18,G Harmonic Minor Quarter Note Scale Pattern 18,98_g_harmonic_minor_quarter_note_scale_Pattern_18.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/98_g_harmonic_minor_quarter_note_scale_Pattern_18.cropped.png,g,harmonic_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
99,19,G Harmonic Minor Whole Note Long Tone Fermata Pattern 19,99_g_harmonic_minor_whole_note_long_tone_fermata_Pattern_19.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/99_g_harmonic_minor_whole_note_long_tone_fermata_Pattern_19.cropped.png,g,harmonic_minor,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note with a strong sound for as long as you can. Make sure it has a clean ending!,long_tone
100,20,G Harmonic Minor Quarter Note Scale Pattern 20,100_g_harmonic_minor_quarter_note_scale_Pattern_20.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/100_g_harmonic_minor_quarter_note_scale_Pattern_20.cropped.png,g,harmonic_minor,quarter_note,[],,"(4, 4)",,Adding the ninth helps the scale fit the metre.,scale
101,21,G Harmonic Minor Quarter Note Arpeggio Pattern 21,101_g_harmonic_minor_quarter_note_arpeggio_Pattern_21.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/101_g_harmonic_minor_quarter_note_arpeggio_Pattern_21.cropped.png,g,harmonic_minor,quarter_note,[],,"(4, 4)",,This is an arpeggio. Notice how it skips notes..,arpeggio
102,22,G Harmonic Minor Quarter Note Scale Pattern 22,102_g_harmonic_minor_quarter_note_scale_Pattern_22.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/102_g_harmonic_minor_quarter_note_scale_Pattern_22.cropped.png,g,harmonic_minor,quarter_note,[],,"(4, 4)",,Quick finger movement for a clean sound.,scale
103,23,G Harmonic Minor Quarter Note Arpeggio Pattern 23,103_g_harmonic_minor_quarter_note_arpeggio_Pattern_23.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/103_g_harmonic_minor_quarter_note_arpeggio_Pattern_23.cropped.png,g,harmonic_minor,quarter_note,[],,"(4, 4)",,Repeat as many times as possible before the last note.,arpeggio
104,24,G Harmonic Minor Quarter Note Arpeggio Pattern 24,104_g_harmonic_minor_quarter_note_arpeggio_Pattern_24.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/104_g_harmonic_minor_quarter_note_arpeggio_Pattern_24.cropped.png,g,harmonic_minor,quarter_note,[],,"(4, 4)",,Repeat as many times as possible before the last note.,arpeggio
105,25,G Harmonic Minor Whole Note Long Tone Fermata Pattern 25,105_g_harmonic_minor_whole_note_long_tone_fermata_Pattern_25.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/105_g_harmonic_minor_whole_note_long_tone_fermata_Pattern_25.cropped.png,g,harmonic_minor,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,"Hold the note for the full value, off on 1 (-1). 
Use a mp to mf dynamic. 
Strive for a consistent, clear, in-tune, sound.",long_tone
106,26,G Harmonic Minor Dotted Half Note Long Tone Pattern 26,106_g_harmonic_minor_dotted_half_note_long_tone_Pattern_26.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/106_g_harmonic_minor_dotted_half_note_long_tone_Pattern_26.cropped.png,g,harmonic_minor,dotted_half_note,[],,"(3, 4)",,"Hold the note for the full value, off on 1 (-1). 
Use a mp to mf dynamic. 
Strive for a consistent, clear, in-tune, sound.",long_tone
107,27,G Harmonic Minor Quarter Note Rhythm Pattern 27,107_g_harmonic_minor_quarter_note_rhythm_Pattern_27.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/107_g_harmonic_minor_quarter_note_rhythm_Pattern_27.cropped.png,g,harmonic_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Repeat twice and end with a good whole note.
Play well 5 times.",rhythm
108,28,G Harmonic Minor Quarter Note Rhythm Pattern 28,108_g_harmonic_minor_quarter_note_rhythm_Pattern_28.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/108_g_harmonic_minor_quarter_note_rhythm_Pattern_28.cropped.png,g,harmonic_minor,quarter_note,[],,"(4, 4)",,"Hold each note for the full value. 
Use a comfortable dynamic. 
Repeat twice and end with a good whole note.
Play well 5 times.",rhythm
109,29,G Harmonic Minor Quarter Note Rhythm Pattern 29,109_g_harmonic_minor_quarter_note_rhythm_Pattern_29.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/109_g_harmonic_minor_quarter_note_rhythm_Pattern_29.cropped.png,g,harmonic_minor,quarter_note,[],,"(4, 4)",,"Hold each note for the full value. 
Use a comfortable dynamic. 
Repeat twice and end with a good whole note.
Play well 5 times.",rhythm
110,30,G Harmonic Minor Half Note Scale Pattern 30,110_g_harmonic_minor_half_note_scale_Pattern_30.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/110_g_harmonic_minor_half_note_scale_Pattern_30.cropped.png,g,harmonic_minor,half_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.
 Play each note evenly.",scale
111,31,G Harmonic Minor Scale Pattern 31,111_g_harmonic_minor_scale_Pattern_31.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/111_g_harmonic_minor_scale_Pattern_31.cropped.png,g,harmonic_minor,,[],,"(3, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
112,32,G Harmonic Minor Quarter Note Rhythm Pattern 32,112_g_harmonic_minor_quarter_note_rhythm_Pattern_32.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/112_g_harmonic_minor_quarter_note_rhythm_Pattern_32.cropped.png,g,harmonic_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",rhythm
113,33,G Harmonic Minor Quarter Note Rhythm Pattern 33,113_g_harmonic_minor_quarter_note_rhythm_Pattern_33.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/113_g_harmonic_minor_quarter_note_rhythm_Pattern_33.cropped.png,g,harmonic_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",rhythm
114,34,G Harmonic Minor Quarter Note Rhythm Pattern 34,114_g_harmonic_minor_quarter_note_rhythm_Pattern_34.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/114_g_harmonic_minor_quarter_note_rhythm_Pattern_34.cropped.png,g,harmonic_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",rhythm
115,35,G Harmonic Minor Quarter Note Scale Pattern 35,115_g_harmonic_minor_quarter_note_scale_Pattern_35.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/115_g_harmonic_minor_quarter_note_scale_Pattern_35.cropped.png,g,harmonic_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
116,36,G Harmonic Minor Quarter Note Scale Pattern 36,116_g_harmonic_minor_quarter_note_scale_Pattern_36.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/116_g_harmonic_minor_quarter_note_scale_Pattern_36.cropped.png,g,harmonic_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
117,37,G Harmonic Minor Quarter Note Scale Pattern 37,117_g_harmonic_minor_quarter_note_scale_Pattern_37.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/117_g_harmonic_minor_quarter_note_scale_Pattern_37.cropped.png,g,harmonic_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
118,38,G Harmonic Minor Quarter Note Scale Pattern 38,118_g_harmonic_minor_quarter_note_scale_Pattern_38.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/118_g_harmonic_minor_quarter_note_scale_Pattern_38.cropped.png,g,harmonic_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
119,39,G Harmonic Minor Quarter Note Scale Pattern 39,119_g_harmonic_minor_quarter_note_scale_Pattern_39.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/119_g_harmonic_minor_quarter_note_scale_Pattern_39.cropped.png,g,harmonic_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
120,0,G Jazz Minor Whole Note Long Tone Fermata Pattern 0,120_g_jazz_minor_whole_note_long_tone_fermata_Pattern_0.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/120_g_jazz_minor_whole_note_long_tone_fermata_Pattern_0.cropped.png,g,jazz_minor,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note for as long as you can. Make sure it has a clean ending!,long_tone
121,1,G Jazz Minor Whole Note Long Tone Fermata Pattern 1,121_g_jazz_minor_whole_note_long_tone_fermata_Pattern_1.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/121_g_jazz_minor_whole_note_long_tone_fermata_Pattern_1.cropped.png,g,jazz_minor,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note for as long as you can. Make sure it has a clean ending!,long_tone
122,2,G Jazz Minor Quarter-Note Rhythm Pattern 2,122_g_jazz_minor_quarter-note_rhythm_Pattern_2.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/122_g_jazz_minor_quarter-note_rhythm_Pattern_2.cropped.png,g,jazz_minor,quarter-note,[],,"(4, 4)",,Play both notes evenly and in time.,rhythm
123,3,G Jazz Minor Quarter-Note Rhythm Pattern 3,123_g_jazz_minor_quarter-note_rhythm_Pattern_3.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/123_g_jazz_minor_quarter-note_rhythm_Pattern_3.cropped.png,g,jazz_minor,quarter-note,[],,"(4, 4)",,Play the notes evenly and precisely.,rhythm
124,4,G Jazz Minor Quarter-Note Rhythm Pattern 4,124_g_jazz_minor_quarter-note_rhythm_Pattern_4.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/124_g_jazz_minor_quarter-note_rhythm_Pattern_4.cropped.png,g,jazz_minor,quarter-note,[],,"(4, 4)",,"Quick, precise finger movement.",rhythm
125,5,G Jazz Minor Quarter-Note Rhythm Pattern 5,125_g_jazz_minor_quarter-note_rhythm_Pattern_5.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/125_g_jazz_minor_quarter-note_rhythm_Pattern_5.cropped.png,g,jazz_minor,quarter-note,[],,"(4, 4)",,Play all notes with the same tone.,rhythm
126,6,G Jazz Minor Whole Note Long Tone Pattern 6,126_g_jazz_minor_whole_note_long_tone_Pattern_6.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/126_g_jazz_minor_whole_note_long_tone_Pattern_6.cropped.png,g,jazz_minor,whole_note,[],,"(4, 4)",,Hold the note with a strong sound for as long as you can. Make sure it has a clean ending!,long_tone
127,7,G Jazz Minor Quarter-Note Interval Pattern 7,127_g_jazz_minor_quarter-note_interval_Pattern_7.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/127_g_jazz_minor_quarter-note_interval_Pattern_7.cropped.png,g,jazz_minor,quarter-note,[],,"(4, 4)",,Quick and precise finger movement.,interval
128,8,G Jazz Minor Whole Note Long Tone Fermata Pattern 8,128_g_jazz_minor_whole_note_long_tone_fermata_Pattern_8.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/128_g_jazz_minor_whole_note_long_tone_fermata_Pattern_8.cropped.png,g,jazz_minor,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note with a strong sound for as long as you can. Make sure it has a clean ending!,long_tone
129,9,G Jazz Minor Quarter Note Scale Pattern 9,129_g_jazz_minor_quarter_note_scale_Pattern_9.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/129_g_jazz_minor_quarter_note_scale_Pattern_9.cropped.png,g,jazz_minor,quarter_note,[],,"(4, 4)",,Play all notes evenly. Look ahead to the next note.,scale
130,10,G Jazz Minor Whole Note Long Tone Fermata Pattern 10,130_g_jazz_minor_whole_note_long_tone_fermata_Pattern_10.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/130_g_jazz_minor_whole_note_long_tone_fermata_Pattern_10.cropped.png,g,jazz_minor,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note with a strong sound for as long as you can. Make sure it has a clean ending!,long_tone
131,11,G Jazz Minor Quarter Note Scale Pattern 11,131_g_jazz_minor_quarter_note_scale_Pattern_11.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/131_g_jazz_minor_quarter_note_scale_Pattern_11.cropped.png,g,jazz_minor,quarter_note,[],,"(4, 4)",,Play all notes evenly. Look ahead to the next note.,scale
132,12,G Jazz Minor Quarter Note Arpeggio Pattern 12,132_g_jazz_minor_quarter_note_arpeggio_Pattern_12.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/132_g_jazz_minor_quarter_note_arpeggio_Pattern_12.cropped.png,g,jazz_minor,quarter_note,[],,"(4, 4)",,This is an arpeggio. Notice how it skips notes..,arpeggio
133,13,G Jazz Minor Whole Note Long Tone Fermata Pattern 13,133_g_jazz_minor_whole_note_long_tone_fermata_Pattern_13.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/133_g_jazz_minor_whole_note_long_tone_fermata_Pattern_13.cropped.png,g,jazz_minor,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note with a strong sound for as long as you can. Make sure it has a clean ending!,long_tone
134,14,G Jazz Minor Quarter Note Scale Pattern 14,134_g_jazz_minor_quarter_note_scale_Pattern_14.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/134_g_jazz_minor_quarter_note_scale_Pattern_14.cropped.png,g,jazz_minor,quarter_note,[],,"(4, 4)",,Play each note evenly. Repeat as many times as you can!,scale
135,15,G Jazz Minor Quarter Note Scale Pattern 15,135_g_jazz_minor_quarter_note_scale_Pattern_15.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/135_g_jazz_minor_quarter_note_scale_Pattern_15.cropped.png,g,jazz_minor,quarter_note,[],,"(4, 4)",,Play strictly in time with the metronome.,scale
136,16,G Jazz Minor Whole Note Long Tone Fermata Pattern 16,136_g_jazz_minor_whole_note_long_tone_fermata_Pattern_16.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/136_g_jazz_minor_whole_note_long_tone_fermata_Pattern_16.cropped.png,g,jazz_minor,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note with a strong sound for as long as you can. Make sure it has a clean ending!,long_tone
137,17,G Jazz Minor Quarter Note Scale Pattern 17,137_g_jazz_minor_quarter_note_scale_Pattern_17.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/137_g_jazz_minor_quarter_note_scale_Pattern_17.cropped.png,g,jazz_minor,quarter_note,[],,"(4, 4)",,Play strictly in time with the metronome.,scale
138,18,G Jazz Minor Quarter Note Scale Pattern 18,138_g_jazz_minor_quarter_note_scale_Pattern_18.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/138_g_jazz_minor_quarter_note_scale_Pattern_18.cropped.png,g,jazz_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
139,19,G Jazz Minor Whole Note Long Tone Fermata Pattern 19,139_g_jazz_minor_whole_note_long_tone_fermata_Pattern_19.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/139_g_jazz_minor_whole_note_long_tone_fermata_Pattern_19.cropped.png,g,jazz_minor,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note with a strong sound for as long as you can. Make sure it has a clean ending!,long_tone
140,20,G Jazz Minor Quarter Note Scale Pattern 20,140_g_jazz_minor_quarter_note_scale_Pattern_20.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/140_g_jazz_minor_quarter_note_scale_Pattern_20.cropped.png,g,jazz_minor,quarter_note,[],,"(4, 4)",,Adding the ninth helps the scale fit the metre.,scale
141,21,G Jazz Minor Quarter Note Arpeggio Pattern 21,141_g_jazz_minor_quarter_note_arpeggio_Pattern_21.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/141_g_jazz_minor_quarter_note_arpeggio_Pattern_21.cropped.png,g,jazz_minor,quarter_note,[],,"(4, 4)",,This is an arpeggio. Notice how it skips notes..,arpeggio
142,22,G Jazz Minor Quarter Note Scale Pattern 22,142_g_jazz_minor_quarter_note_scale_Pattern_22.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/142_g_jazz_minor_quarter_note_scale_Pattern_22.cropped.png,g,jazz_minor,quarter_note,[],,"(4, 4)",,Quick finger movement for a clean sound.,scale
